(u'adultfriendfinder.com', 'adultfriendtinder.com.', 'adultfriendtinder.com', u'typo', '74.208.236.13')
(u'adultfriendfinder.com', 'adultfrienffinder.com.', 'adultfrienffinder.com', u'bits', '184.168.221.1')
(u'adultfriendfinder.com', 'acultfriendfinder.com.', 'acultfriendfinder.com', u'typo', '184.168.221.4')
(u'adultfriendfinder.com', 'adultfreindfinder.co.za.', 'adultfreindfinder.co.za', u'typo', '46.165.192.168')
(u'adultfriendfinder.com', 'adulytfriendfinder.com.', 'adulytfriendfinder.com', u'typo', '50.63.202.28')
(u'adultfriendfinder.com', 'adultfriedfinder.com.', 'adultfriedfinder.com', u'typo', '50.63.202.23')
(u'adultfriendfinder.com', 'aeultfriendfinder.com.', 'aeultfriendfinder.com', u'bits', '158.69.143.106')
(u'adultfriendfinder.com', 'adultfrientfinder.com.', 'adultfrientfinder.com', u'bits', '98.124.245.24')
(u'adultfriendfinder.com', 'adultfriedfinder.org.', 'adultfriedfinder.org', u'typo', '173.193.252.104')
(u'adultfriendfinder.com', 'adultfriendrfinder.club.', 'adultfriendrfinder.club', u'typo', '185.148.72.120')
(u'adultfriendfinder.com', 'adult5friendfinder.com.', 'adult5friendfinder.com', u'typo', '50.63.202.7')
(u'adultfriendfinder.com', 'aduldfriendfinder.org.', 'aduldfriendfinder.org', u'bits', '184.168.221.1')
(u'adultfriendfinder.com', 'adhltfriendfinder.com.', 'adhltfriendfinder.com', u'typo', '50.63.202.20')
(u'adultfriendfinder.com', 'adultfriendffinder.com.', 'adultfriendffinder.com', u'typo', '54.221.207.100')
(u'adultfriendfinder.com', 'aduldfriendfinder.com.', 'aduldfriendfinder.com', u'bits', '184.168.221.21')
(u'adultfriendfinder.com', 'adultfreindfinder.co.uk.', 'adultfreindfinder.co.uk', u'typo', '50.57.126.210')
(u'adultfriendfinder.com', 'adultrriendfinder.com.', 'adultrriendfinder.com', u'typo', '103.224.182.252')
(u'adultfriendfinder.com', 'adultfriendfinder.nu.', 'adultfriendfinder.nu', 'wrongTLD', '194.9.94.117')
(u'adultfriendfinder.com', 'dultfriendfinder.com.', 'dultfriendfinder.com', u'typo', '208.88.180.72')
(u'adultfriendfinder.com', 'adultfriendfindir.com.', 'adultfriendfindir.com', u'homo', '216.21.224.199')
(u'adultfriendfinder.com', 'aduiltfriendfinder.com.', 'aduiltfriendfinder.com', u'typo', '103.224.182.216')
(u'adultfriendfinder.com', 'adultfriendfinfder.com.', 'adultfriendfinfder.com', u'typo', '74.208.236.13')
(u'adultfriendfinder.com', 'adultfriendfdinder.com.', 'adultfriendfdinder.com', u'typo', '184.168.221.9')
(u'adultfriendfinder.com', 'adul6tfriendfinder.com.', 'adul6tfriendfinder.com', u'typo', '184.168.221.14')
(u'adultfriendfinder.com', 'adultfriebdfinder.com.', 'adultfriebdfinder.com', u'typo', '54.221.207.100')
(u'adultfriendfinder.com', 'adultrfiendfinder.com.', 'adultrfiendfinder.com', u'typo', '98.124.245.24')
(u'adultfriendfinder.com', 'adjltfriendfinder.com.', 'adjltfriendfinder.com', u'typo', '103.224.182.252')
(u'adultfriendfinder.com', 'adultfiendfinder.net.', 'adultfiendfinder.net', u'typo', '198.54.117.212')
(u'adultfriendfinder.com', 'adultfriedndfinder.com.', 'adultfriedndfinder.com', u'typo', '50.63.202.13')
(u'adultfriendfinder.com', 'adutlfriendfinder.com.', 'adutlfriendfinder.com', u'typo', '50.63.202.22')
(u'adultfriendfinder.com', 'adultfriend-finder.com.', 'adultfriend-finder.com', u'typo', '99.192.152.5')
(u'adultfriendfinder.com', 'idultfriendfinder.com.', 'idultfriendfinder.com', u'homo', '199.59.242.150')
(u'adultfriendfinder.com', 'adultfrirendfinder.com.', 'adultfrirendfinder.com', u'typo', '50.63.202.1')
(u'adultfriendfinder.com', 'adultfreindfinder.net.', 'adultfreindfinder.net', u'typo', '74.208.236.13')
(u'adultfriendfinder.com', 'adultfcriendfinder.com.', 'adultfcriendfinder.com', u'typo', '184.168.221.30')
(u'adultfriendfinder.com', 'adultfriendfjnder.com.', 'adultfriendfjnder.com', u'typo', '162.210.196.166')
(u'adultfriendfinder.com', 'adultfriendfjnder.com.', 'adultfriendfjnder.com', u'typo', '162.210.196.167')
(u'adultfriendfinder.com', 'adultfriendfibnder.com.', 'adultfriendfibnder.com', u'typo', '184.168.221.24')
(u'adultfriendfinder.com', 'adultfriendfinfder.ws.', 'adultfriendfinfder.ws', u'typo', '64.70.19.203')
(u'adultfriendfinder.com', 'adultfriendfinder.top.', 'adultfriendfinder.top', 'wrongTLD', '87.236.19.112')
(u'adultfriendfinder.com', 'm-adultfriendfinder.com.', 'm-adultfriendfinder.com', 'combo', '74.208.236.13')
(u'adultfriendfinder.com', 'adultfriendfrinder.com.', 'adultfriendfrinder.com', u'typo', '198.54.117.212')
